marker_ID,neuron,Oligo,Astro,OPC,Endo,Microglia
KAZN,2.4512799663736105,0.0,0.0,2.4948885213689387,0.0,0.0
DAB1,1.677810416533183,0.0,0.0,1.8826708425073648,0.0,0.0
FGF14,2.5522137408686154,0.0,0.0,2.5934798211189394,0.0,0.0
ASAP1,1.2313095014940258,0.0,0.0,1.7282346928237695,1.1395423038362016,0.0
CNTNAP5,1.5279687096332835,0.0,0.0,1.7816249306489897,0.0,0.0
FGF12,2.3925714193045238,0.0,0.0,2.4391233729494877,0.0,0.0
PHYHIPL,0.0,0.0,0.0,0.7744771244391668,0.0,0.0
ITM2C,0.0,0.0,0.0,0.8958032579213259,0.6493558787730689,0.0
PTPRT,1.1979574099187604,0.0,0.0,1.6246100726273003,0.0,0.0
GRIK2,1.8259470973159497,0.0,0.0,1.9641547550572422,0.0,0.0
PCDH7,1.8741009768871209,0.0,0.0,1.9724294979835366,0.0,0.0
TANC2,1.5567891577267534,0.0,0.0,1.820126756457641,0.0,0.0
TNKS,0.9278907519114776,0.0,0.0,1.2539427564864059,0.0,0.0
HS6ST3,1.8100822792949032,0.0,0.0,1.8449489255744917,0.0,0.0
CDH10,1.2323410449777576,0.0,0.0,1.5734723492984037,0.0,0.0
CPEB4,0.8640216414741998,0.0,0.0,1.1531818451644649,0.0,0.0
TRA2A,0.8436573557976639,0.0,0.0,1.0597784422974235,0.0,0.0
TMEM132D,1.553694422967466,0.0,0.0,1.6748370119967548,0.0,0.0
SORCS1,1.0917266856264527,0.0,0.0,1.2464601949507181,0.0,0.0
AC091885,1.0031900078430593,0.0,0.0,1.1036783496366929,0.0,0.0
KHDRBS3,1.3187113723295396,0.0,0.0,1.452394090869643,0.0,0.0
SETD5,1.1354230915802928,0.0,0.0,1.280409744035313,0.0,0.0
CDH13,1.1469862916136009,0.0,0.0,1.2333002670476927,0.0,0.0
TTTY14,1.3159096654912448,0.0,0.0,1.4582463967179637,0.0,0.0
NTRK3,1.4318625063365538,0.0,0.0,1.5622057110233418,0.0,0.0
SLC1A2,0.0,0.0,3.9601653766914904,1.5046657212530756,0.0,0.0
GPC5,0.0,0.0,3.643884582259383,0.0,1.5248200975930795,0.0
ADGRV1,0.0,0.0,3.128601427124142,0.0,0.0,0.0
