gsm,arm,cohort,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8
GSM1235929,hc,GSE51057,2.387021422217893,-1.0864717105647097,1.4197991571057107,0.10055536209286212,-0.06521516140801042,0.1261277980693218,0.10963357020898355,0.01383121722914055
GSM1235940,hc,GSE51057,-2.0711763569311934,0.6299445896209177,0.30763468821508805,-0.1147235882700975,0.7214709049226783,-0.12902330127692402,0.2099987173467525,-0.04868665081588607
GSM1235941,hc,GSE51057,1.0785951507752873,-0.18285302857934477,-0.3420840750263427,0.029185431330938913,-0.08089737735946269,0.17268059590069482,0.04552751270615876,-0.09981635286428564
GSM1235947,hc,GSE51057,3.0957122513736484,-0.5564979217052042,-0.4249420368469243,-0.2319868758088569,0.402008814914855,0.26183182944817096,-0.1283995042904019,0.20599308561872257
GSM1235949,hc,GSE51057,1.6040940350751614,-0.29332530767946496,0.6038981833838923,-0.7578071327638038,0.401927093488694,0.17786601117397008,0.07315036207650631,-0.13979583733999762
GSM1235950,hc,GSE51057,0.2790467717698986,-0.7107668202856551,0.9169447355473639,0.5205170016715681,0.5321164443003163,0.07208056103784252,-0.3643125892789502,-0.1265387196023483
GSM1235953,hc,GSE51057,-2.1434587761428343,-0.6471784110384987,0.019692870680068086,0.2694948426955767,0.5453156564425101,-0.6204332143910747,0.06320762384319455,-0.17892008105963533
GSM1235955,hc,GSE51057,1.6178699808358399,-0.4461978495121411,-0.25389583364385704,0.7360975260436488,0.3745577401211133,-0.23708721961872423,-0.11523494445086477,0.2611257829136168
GSM1235962,hc,GSE51057,-0.7740263700521549,0.2904983093321915,1.2234799397185425,0.6385894317992187,0.3821343473808788,0.6052966454358945,0.09328211345533079,0.09166646245253604
GSM1235963,hc,GSE51057,0.30595200536373546,-0.9933588881085426,-0.308590229528554,-0.5666106624414616,-0.2813820554501036,0.15594883528293466,0.2945465367511297,-0.04869522368783365
GSM1235978,hc,GSE51057,0.631106518920117,0.006940273976222123,0.023280339129144612,-0.6178928276916738,0.349397971856594,0.07884649292490072,0.06733337014128743,-0.20941639060182463
GSM1235979,hc,GSE51057,-6.960491593988067,1.4934502105265364,-0.8123655852390766,-0.8696360556270244,1.0728370632096218,0.3810003516226507,0.19438536581524601,-0.21811414461439257
GSM1235984,hc,GSE51057,3.4769092614480948,0.5059646581763343,0.34358241555548935,-1.8854511437951482,0.012849158749998571,-0.36619590452762485,0.027008924197004465,-0.16141012496079757
GSM1235988,hc,GSE51057,0.6207052336327092,-0.4711570205445215,-0.11617360116925766,-0.5866803132799844,0.16731480119511502,0.1460700091877875,0.29202434293335733,-0.33965285206771717
